City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,mumford,5.2618,-0.759,77.5,90,58,3.53,GH,1707110114
364,yarmouth,41.7057,-70.2286,34.97,61,0,28.01,US,1707110115
365,gamay,12.3854,125.2979,84.22,68,42,8.23,PH,1707110115
366,el porvenir,13.7617,-87.3458,72.73,92,79,0.85,HN,1707110115
367,maintirano,-18.0667,44.0167,81.19,80,86,7.83,MG,1707110115
368,pohang,36.0322,129.365,40.03,90,100,22.06,KR,1707110116
369,inderbor,48.55,51.7833,34.88,99,100,14.83,KZ,1707110116
370,sur,22.5667,59.5289,72.48,59,21,3.36,OM,1707110116
371,papao,-17.75,-149.55,82.08,78,99,10.8,PF,1707110116
372,vangaindrano,-23.35,47.6,75.7,88,100,6.87,MG,1707110117
373,leua,48.2156,18.6071,52.5,77,100,22.39,SK,1707110117
374,usogorsk,63.4106,48.6872,-4.34,97,96,8.43,RU,1707110117
375,riti,7.9167,9.6167,75.58,19,71,10.02,NG,1707110117
376,maraba,-5.3686,-49.1178,75.38,94,100,3.44,BR,1707110118
377,birao,10.2849,22.7882,69.12,17,16,11.41,CF,1707110118
378,wajir,1.7471,40.0573,79.75,67,60,14.65,KE,1707110118
379,begoro,6.3871,-0.3774,68.67,81,66,2.86,GH,1707110118
380,mili,6.0815,171.735,81.91,79,100,15.41,MH,1707110119
381,weno,7.4515,151.8468,80.55,89,100,10.36,FM,1707110119
382,keflavik,64.0049,-22.5624,25.23,74,75,9.22,IS,1707110119
383,vattalkundu,10.1667,77.7667,81.95,48,69,6.31,IN,1707110119
384,howard springs,-12.497,131.047,92.98,73,43,11.56,AU,1707110120
385,camlachie,43.036,-82.1616,32.02,93,100,11.5,CA,1707110120
386,arar,30.9753,41.0381,42.82,65,0,6.91,SA,1707110120
387,prince george,53.9166,-122.753,27.1,61,100,1.83,CA,1707109886
388,atbara,17.7022,33.9864,59.27,30,96,15.26,SD,1707110121
389,saldanha,-33.0117,17.9442,67.35,89,100,8.97,ZA,1707110121
390,el nido,11.1858,119.3956,82.33,72,81,14.74,PH,1707109826
391,san patricio,28.017,-97.5169,62.46,59,0,8.52,US,1707110121
392,haiku-pauwela,20.9219,-156.3051,69.04,84,40,24.16,US,1707110122
393,kranuan,16.7067,103.0788,95.16,21,3,4.18,TH,1707110122
394,baoding,38.8511,115.4903,35.01,58,13,4.47,CN,1707110111
395,tahla,34.0485,-4.428,49.96,43,36,1.99,MA,1707110122
396,tolanaro,-25.0319,46.9987,78.1,79,100,12.55,MG,1707110123
397,koh kong,11.6175,102.9806,85.44,68,81,7.43,KH,1707110123
398,lib,8.3122,167.3766,80.49,73,43,19.89,MH,1707110123
399,polyarnyy,69.1989,33.4478,5.5,92,46,8.81,RU,1707110123
400,xining,36.6167,101.7667,23.34,52,19,3.02,CN,1707110124
401,leava,-14.3,-178.1667,83.48,75,100,9.4,WF,1707110124
402,inhambane,-23.865,35.3833,77.83,84,1,3.27,MZ,1707110124
403,morant bay,17.8815,-76.4093,82.02,88,29,10.92,JM,1707110124
404,santa cruz,-17.8,-63.1667,78.26,83,40,6.91,BO,1707110106
405,howrah,22.5892,88.3103,77.0,50,20,5.75,IN,1707110125
406,ettrick,37.2402,-77.43,35.82,81,0,0.0,US,1707110125
407,flying fish cove,-10.4217,105.6791,83.88,78,100,12.66,CX,1707110126
408,kotel'nikovo,47.6317,43.1461,35.35,98,100,10.18,RU,1707110126
409,czarne,53.6842,16.9383,42.55,82,100,19.75,PL,1707110127
410,kosan,38.8558,127.4181,30.4,86,100,10.42,KP,1707110127
411,matadi,-5.8167,13.45,77.7,88,100,2.08,CD,1707110127
412,kinna,57.5073,12.6946,39.56,73,100,17.11,SE,1707110128
413,andergrove,-21.0833,149.1833,92.64,59,84,9.71,AU,1707110128
414,chegdomyn,51.1167,133.0167,0.0,82,53,2.04,RU,1707110129
415,madalena,41.2162,-8.3345,52.56,90,100,2.28,PT,1707110129
416,labytnangi,66.6572,66.4183,0.28,97,100,6.98,RU,1707110129
417,cidreira,-30.1811,-50.2056,71.71,91,82,3.62,BR,1707110130
418,solleftea,63.1667,17.2667,21.06,94,75,5.28,SE,1707110130
419,harstad,68.799,16.5293,27.79,95,96,8.01,NO,1707110130
420,carutapera,-1.195,-46.02,77.83,92,31,5.41,BR,1707110130
421,nasarawa,8.5294,7.7242,74.66,19,92,4.97,NG,1707110131
422,kruisfontein,-34.0033,24.7314,70.48,82,1,7.16,ZA,1707110131
423,oranjemund,-28.55,16.4333,65.88,88,0,3.69,NA,1707110131
424,mount gambier,-37.8333,140.7667,67.57,40,37,12.19,AU,1707110010
425,eureka,40.8021,-124.1637,49.24,94,100,6.33,US,1707110027
426,marka,1.7159,44.7717,79.07,76,40,16.75,SO,1707110132
427,katsuren-haebaru,26.3369,127.8719,70.57,74,100,17.27,JP,1707110132
428,kas,36.2018,29.6377,51.35,54,0,5.26,TR,1707110132
429,batamshinskiy,50.5594,58.2747,30.4,96,100,23.91,KZ,1707110132
430,paciran,-6.8767,112.3761,84.25,69,94,6.87,ID,1707110133
431,faya-largeau,17.9257,19.1043,57.25,29,24,25.75,TD,1707110133
432,uruapan,19.4167,-102.0667,58.28,22,0,6.6,MX,1707109931
433,north platte,41.1239,-100.7654,40.12,98,100,3.44,US,1707110134
434,ellsworth,44.5434,-68.4195,24.6,52,0,13.8,US,1707109967
435,dunedin,-45.8742,170.5036,72.81,61,99,1.99,NZ,1707110134
436,maryborough,-25.5333,152.7,85.1,56,86,9.53,AU,1707110135
437,baise city,23.8997,106.6133,65.34,99,100,5.77,CN,1707110135
438,nantucket,41.2835,-70.0995,34.0,60,0,21.85,US,1707110135
439,beyneu,45.3167,55.2,36.25,80,68,7.72,KZ,1707110135
440,mahibadhoo,3.7833,72.9667,82.11,77,41,17.16,MV,1707110136
441,san jose,37.3394,-121.895,56.79,85,100,10.36,US,1707109542
442,dampit,-8.2116,112.7493,85.03,62,98,6.08,ID,1707110136
443,argostolion,38.1811,20.489,53.71,80,5,6.13,GR,1707110136
444,tukrah,32.5341,20.5791,55.83,77,23,7.74,LY,1707110136
445,mgandu,-5.95,34.1333,63.52,94,96,4.14,TZ,1707110137
446,aykhal,66.0,111.5,-5.19,87,100,7.14,RU,1707110137
447,birobidzhan,48.8,132.95,-3.17,84,10,3.29,RU,1707110137
448,antsiranana,-12.2787,49.2917,79.07,86,99,2.1,MG,1707110137
449,ribas do rio pardo,-20.4431,-53.7592,73.24,76,99,4.29,BR,1707110138
450,nemuro,43.3236,145.575,21.69,60,75,16.24,JP,1707110138
451,kill devil hills,36.0307,-75.676,43.99,79,0,6.91,US,1707110138
452,grootfontein,-19.5667,18.1167,65.77,88,20,2.3,NA,1707110138
453,ketchikan,55.3422,-131.6461,39.18,93,0,8.05,US,1707110139
454,yerofey pavlovich,53.9667,121.9667,5.77,75,48,3.4,RU,1707110139
455,karratha,-20.7377,116.8463,99.86,32,16,22.57,AU,1707110139
456,santa maria del oro,25.9333,-105.3667,48.58,30,0,4.09,MX,1707110139
457,pasuquin,18.3328,120.6177,85.33,63,2,10.85,PH,1707110140
458,margate,51.3813,1.3862,46.9,84,57,11.01,GB,1707109610
459,santa ana,33.7456,-117.8678,58.15,91,100,13.8,US,1707109958
460,jinan,36.6683,116.9972,32.58,57,13,3.09,CN,1707110141
461,saint-joseph,-21.3667,55.6167,79.18,70,53,11.12,RE,1707110142
462,tanabe,33.7333,135.3667,52.81,93,75,4.61,JP,1707110142
463,palikir - national government center,6.9248,158.1611,84.94,70,100,6.91,FM,1707110143
464,coyhaique,-45.5752,-72.0662,62.55,67,75,8.05,CL,1707110047
465,pike road,32.2843,-86.103,45.97,17,100,8.5,US,1707110143
466,saint-philippe,-21.3585,55.7679,80.19,76,60,11.12,RE,1707110143
467,sao vicente,-23.9631,-46.3919,75.38,26,90,4.92,BR,1707109848
468,gadzhiyevo,69.2551,33.3362,4.35,94,41,8.55,RU,1707110144
469,besancon,47.2488,6.0182,44.13,92,24,1.68,FR,1707110115
470,majene,-3.5403,118.9707,76.48,91,100,5.95,ID,1707110145
471,shache,38.4167,77.2406,27.72,67,96,3.04,CN,1707110145
472,abeche,13.8292,20.8324,64.0,19,51,9.66,TD,1707110145
473,diyadin,39.5406,43.6713,18.95,89,89,4.85,TR,1707110146
474,khandyga,62.6667,135.6,-27.08,94,59,0.16,RU,1707110146
475,posto fiscal rolim de moura,-13.0833,-62.2667,72.03,97,2,2.57,BR,1707110146
476,rabo de peixe,37.8,-25.5833,63.99,99,75,12.66,PT,1707110146
477,christchurch,-43.5333,172.6333,88.54,39,33,5.75,NZ,1707110146
478,urambo,-5.0667,32.05,66.22,96,97,3.22,TZ,1707110147
479,maragogi,-9.0122,-35.2225,78.13,79,6,6.89,BR,1707110147
480,duba,27.3513,35.6901,61.65,35,0,7.0,SA,1707110147
481,nyurba,63.2842,118.3319,-10.82,95,92,2.46,RU,1707110147
482,naugachhia,25.4,87.1,62.78,73,100,7.96,IN,1707110147
483,mossel bay,-34.1831,22.146,67.93,89,55,5.17,ZA,1707110148
484,mildura,-34.2,142.15,85.06,40,100,6.29,AU,1707110148
485,praia da vitoria,38.7333,-27.0667,62.85,94,75,16.96,PT,1707110148
486,retreat,38.8245,-85.8533,40.82,81,94,9.51,US,1707110148
487,ermoupolis,37.4423,24.9425,56.1,76,0,8.05,GR,1707110149
488,chililabombwe,-12.3648,27.8229,64.44,96,98,1.12,ZM,1707110149
489,tokar,18.4254,37.729,72.18,62,95,10.98,SD,1707110149
490,puerto san jose,13.9256,-90.8244,76.17,83,2,10.04,GT,1707110149
491,socorro,31.6546,-106.3033,54.48,40,0,4.61,US,1707110150
492,glace bay,46.1969,-59.957,32.99,98,100,20.71,CA,1707110150
493,togur,58.3631,82.8265,21.15,86,100,13.0,RU,1707110150
494,katsuura,35.1333,140.3,37.42,91,100,18.79,JP,1707110148
495,north bay,46.3168,-79.4663,30.22,74,100,3.44,CA,1707110150
496,nuuk,64.1835,-51.7216,12.81,67,100,12.66,GL,1707110151
497,clearwater,27.9659,-82.8001,62.98,83,0,8.01,US,1707109905
498,marijampole,54.5667,23.35,34.09,93,91,16.4,LT,1707110151
499,san blas,21.5167,-105.2667,63.95,70,0,4.94,MX,1707110152
500,fatehgarh,27.3667,79.6333,61.56,90,100,2.17,IN,1707110152
501,siniscola,40.5719,9.6922,53.15,74,6,6.87,IT,1707110152
502,knoxville,35.9606,-83.9207,52.05,41,0,12.66,US,1707110053
503,tshabong,-26.05,22.45,80.1,38,70,4.72,BW,1707110153
504,kavieng,-2.5744,150.7967,83.95,77,100,6.15,PG,1707110153
505,geraldton,-28.7667,114.6,90.01,17,37,19.57,AU,1707110153
506,homestead meadows south,31.811,-106.1643,52.97,39,0,1.25,US,1707110153
507,kemijarvi,66.7131,27.4306,9.59,92,96,8.97,FI,1707110153
508,mersa matruh,31.3525,27.2453,53.8,71,40,16.11,EG,1707110154
509,qarah bagh,34.9402,61.7759,45.32,29,15,15.1,AF,1707110042
510,sitka,57.0531,-135.33,39.09,87,100,4.61,US,1707110154
511,jiangyou,31.7667,104.7167,46.08,63,99,3.31,CN,1707110155
512,preobrazheniye,42.9019,133.9064,23.63,42,100,1.48,RU,1707110155
513,angaur state,6.906,134.13,79.38,88,100,17.83,PW,1707110156
514,broome,42.2506,-75.833,29.53,90,75,10.36,US,1707110156
515,fortuna,40.5982,-124.1573,48.97,97,100,5.75,US,1707110157
516,bo phloi,14.3236,99.5161,95.54,24,25,4.74,TH,1707110157
517,port douglas,-16.4833,145.4667,82.92,83,97,6.17,AU,1707110157
518,vernon,50.2581,-119.2691,34.61,85,96,0.47,CA,1707109984
519,antofagasta,-23.65,-70.4,72.68,81,1,2.3,CL,1707110158
520,les avirons,-21.2418,55.3394,78.85,69,0,19.57,RE,1707110158
521,orillia,44.6087,-79.4207,27.34,96,100,5.75,CA,1707110112
522,cudillero,43.5622,-6.1459,49.91,87,0,6.91,ES,1707110159
523,mosjoen,65.836,13.1908,28.51,93,40,2.3,NO,1707110159
524,ofunato,39.0717,141.7167,36.03,60,100,7.76,JP,1707110159
525,labrador city,52.9463,-66.9114,-10.82,78,0,2.3,CA,1707110112
526,umba,66.6871,34.3429,6.21,94,84,12.91,RU,1707110160
527,mizdah,31.4451,12.9801,46.62,82,0,6.04,LY,1707110160
528,linfen,36.0889,111.5189,30.33,76,92,0.65,CN,1707110155
529,vila franca do campo,37.7167,-25.4333,64.89,99,89,9.78,PT,1707110161
530,cacoal,-11.4386,-61.4472,72.57,97,96,1.05,BR,1707110161
531,koch bihar,26.3167,89.4333,67.51,43,97,6.85,IN,1707110161
532,torbat-e jam,35.244,60.6225,41.67,49,56,2.15,IR,1707110161
533,posse,-14.0931,-46.3694,71.02,81,100,2.24,BR,1707110162
534,zheleznogorsk,52.331,35.3711,32.59,97,100,19.04,RU,1707110162
535,baker city,44.7749,-117.8344,37.11,80,100,19.57,US,1707110141
536,bukama,-9.2,25.85,69.75,99,100,1.7,CD,1707110162
537,palu,-0.8917,119.8707,83.39,82,100,4.34,ID,1707110162
538,palangkaraya,-2.2,113.8333,82.17,78,100,1.63,ID,1707110163
539,betio village,1.358,172.9211,86.04,78,98,13.91,KI,1707110163
540,tromso,69.6496,18.957,28.42,59,0,10.36,NO,1707110134
541,saynshand,44.8824,110.1163,11.7,87,98,6.55,MN,1707110163
542,shelby,35.2001,-89.8668,46.94,95,100,8.08,US,1707110164
543,arno,60.1167,18.6333,29.79,84,89,8.81,SE,1707110164
544,swift current,50.2834,-107.8014,29.21,100,100,12.66,CA,1707110164
545,zabid,14.1951,43.3152,76.98,78,66,5.12,YE,1707110165
546,nguigmi,14.2495,13.1092,60.94,23,48,15.48,NE,1707110165
547,toulepleu guere,6.574,-8.4259,68.54,98,87,1.12,CI,1707110165
548,severnoye,56.3491,78.3619,17.98,92,100,13.0,RU,1707110165
549,gebeit,21.0667,36.3167,55.45,72,99,2.86,SD,1707110166
550,shijiazhuang,38.0414,114.4786,35.8,48,8,4.0,CN,1707110103
551,tahe,52.3333,124.7333,13.75,60,22,2.77,CN,1707110166
552,palia kalan,28.45,80.5833,65.14,57,22,1.74,IN,1707110166
553,kirakira,-10.4544,161.9205,83.44,83,100,13.38,SB,1707110167
554,raduzhnyy,62.0961,77.475,5.23,96,100,3.87,RU,1707110167
555,hirara,24.8,125.2833,66.47,82,75,25.32,JP,1707110167
556,choibalsan,48.0667,114.5,3.81,82,100,3.71,MN,1707110168
557,nyagan,62.1406,65.3936,-15.5,100,99,1.68,RU,1707110168
558,shalqar,47.8333,59.6,33.58,99,100,13.78,KZ,1707110169
559,kerikeri,-35.2268,173.9474,72.91,65,4,1.01,NZ,1707110169
560,leninskoye,41.7589,69.3864,34.57,79,100,3.44,KZ,1707110169
561,swakopmund,-22.6833,14.5333,65.25,93,83,3.22,NA,1707110170
562,iquique,-20.2208,-70.1431,75.24,76,5,3.53,CL,1707110170
563,krasnyy oktyabr',56.1167,38.8833,13.33,99,96,4.05,RU,1707110171
564,magadan,59.5667,150.8,7.54,75,98,7.2,RU,1707110171
565,bom jesus do itabapoana,-21.1339,-41.6797,72.01,97,100,1.1,BR,1707110172
566,aljezur,37.3191,-8.8033,54.27,77,100,1.39,PT,1707110172
567,mani,4.8172,-72.2886,74.43,91,100,7.78,CO,1707110172
568,cockburn town,21.4612,-71.1419,78.1,75,2,11.1,TC,1707110172
569,kirsanov,52.6549,42.7224,28.74,89,98,12.64,RU,1707110173
570,bucerias,20.75,-105.3333,69.78,78,0,3.44,MX,1707110173
571,isiolo,0.3546,37.5822,74.05,62,95,3.69,KE,1707110173
572,eket,4.6412,7.9209,76.96,81,88,2.77,NG,1707110174
573,lakhdenpokh'ya,61.5198,30.1992,19.74,97,100,3.78,RU,1707110174
574,quellon,-43.1167,-73.6167,57.58,91,72,11.86,CL,1707110174
575,timbuktu,16.7735,-3.0074,61.84,11,86,11.21,ML,1707110174
